MD	TVD	North	East	Dia	Color	Style
0.0	0.0	0.0	0.0	1.5	1	0
36.4	36.4	-0.1	-0.1	1.5	1	0
64.2	64.2	-0.3	-0.2	1.5	1	0
92.5	92.5	-0.6	-0.4	1.5	1	0
119.9	119.9	-1.1	-0.5	1.5	1	0
147.4	147.4	-1.5	-0.6	1.5	1	0
174.8	174.8	-1.9	-0.6	1.5	1	0
202.2	202.2	-2.5	-0.5	1.5	1	0
229.7	229.6	-3.3	-0.4	1.5	1	0
257.1	257.1	-4.1	-0.5	1.5	1	0
284.5	284.5	-4.8	-1.0	1.5	1	0
312.0	311.9	-5.5	-1.6	1.5	1	0
339.4	339.3	-6.0	-2.2	1.5	1	0
366.8	366.7	-6.6	-2.7	1.5	1	0
394.3	394.2	-7.0	-3.2	1.5	1	0
421.7	421.6	-7.3	-3.7	1.5	1	0
449.1	449.0	-7.6	-4.1	1.5	1	0
476.6	476.4	-7.8	-4.5	1.5	1	0
504.0	503.9	-8.1	-5.0	1.5	1	0
531.4	531.3	-8.4	-5.4	1.5	1	0
558.9	558.7	-8.6	-5.8	1.5	1	0
586.3	586.2	-8.9	-6.1	1.5	1	0
613.7	613.6	-9.1	-6.2	1.5	1	0
668.6	668.4	-9.7	-6.0	1.5	1	0
696.0	695.9	-10.1	-5.8	1.5	1	0
723.4	723.3	-10.5	-5.6	1.5	1	0
733.2	733.0	-10.7	-5.5	1.5	1	0
762.9	762.8	-11.4	-5.4	1.5	1	0
766.0	765.8	-11.5	-5.4	1.5	1	0
794.9	794.7	-12.1	-5.5	1.5	1	0
823.9	823.7	-12.9	-5.7	1.5	1	0
852.5	852.3	-13.4	-6.3	1.5	1	0
881.5	881.2	-13.8	-7.8	1.5	1	0
910.4	910.1	-14.1	-9.9	1.5	1	0
939.4	939.0	-14.7	-12.6	1.5	1	0
968.3	967.8	-15.1	-15.3	1.5	1	0
997.0	996.3	-15.2	-18.1	1.5	1	0
1026.0	1025.1	-15.3	-20.8	1.5	1	0
1054.6	1053.6	-15.3	-23.7	1.5	1	0
1083.6	1082.4	-15.3	-26.6	1.5	1	0
1112.2	1110.9	-15.3	-29.5	1.5	1	0
1140.9	1139.5	-15.3	-32.2	1.5	1	0
1169.8	1168.3	-15.6	-34.4	1.5	1	0
1198.8	1197.2	-16.2	-36.3	1.5	1	0
1227.4	1225.8	-16.6	-38.0	1.5	1	0
1256.1	1254.4	-16.9	-39.4	1.5	1	0
1285.0	1283.4	-17.1	-40.8	1.5	1	0
1313.7	1312.0	-17.3	-41.8	1.5	1	0
1342.6	1340.9	-17.4	-42.8	1.5	1	0
1371.6	1369.9	-17.5	-43.7	1.5	1	0
1400.6	1398.8	-17.5	-44.4	1.5	1	0
1429.2	1427.4	-17.4	-45.4	1.5	1	0
1458.2	1456.4	-17.3	-46.7	1.5	1	0
1486.8	1485.0	-17.0	-47.7	1.5	1	0
1515.8	1513.9	-16.9	-49.0	1.5	1	0
1544.4	1542.5	-17.0	-50.5	1.5	1	0
1573.4	1571.5	-17.0	-51.4	1.5	1	0
1602.0	1600.1	-17.1	-52.7	1.5	1	0
1631.0	1629.0	-17.2	-54.3	1.5	1	0
1659.6	1657.6	-17.3	-56.1	1.5	1	0
1688.6	1686.5	-17.3	-58.3	1.5	1	0
1717.5	1715.4	-17.4	-60.0	1.5	1	0
1746.2	1743.9	-17.7	-62.1	1.5	1	0
1775.2	1772.8	-18.2	-64.5	1.5	1	0
1804.1	1801.7	-18.9	-66.6	1.5	1	0
1832.8	1830.3	-19.4	-68.5	1.5	1	0
1861.4	1858.9	-19.9	-70.3	1.5	1	0
1890.4	1887.7	-20.4	-72.4	1.5	1	0
1919.0	1916.3	-20.8	-74.3	1.5	1	0
1947.7	1944.9	-21.1	-75.9	1.5	1	0
1976.6	1973.8	-21.4	-77.6	1.5	1	0
2005.6	2002.7	-21.8	-79.8	1.5	1	0
2034.2	2031.2	-22.3	-82.0	1.5	1	0
2063.2	2060.1	-22.9	-84.1	1.5	1	0
2091.8	2088.7	-23.4	-86.1	1.5	1	0
2120.8	2117.6	-23.8	-88.3	1.5	1	0
2149.4	2146.1	-24.0	-90.7	1.5	1	0
2178.4	2175.0	-24.3	-93.0	1.5	1	0
2207.4	2203.9	-24.6	-95.1	1.5	1	0
2236.0	2232.4	-24.8	-97.2	1.5	1	0
2265.0	2261.3	-25.0	-99.2	1.5	1	0
2293.9	2290.2	-25.2	-101.1	1.5	1	0
2322.6	2318.8	-25.2	-103.0	1.5	1	0
2351.5	2347.7	-25.1	-105.0	1.5	1	0
2380.5	2376.6	-25.3	-107.2	1.5	1	0
2409.4	2405.4	-25.6	-109.7	1.5	1	0
2438.4	2434.3	-26.0	-112.2	1.5	1	0
2467.4	2463.1	-26.4	-114.5	1.5	1	0
2496.3	2492.0	-26.8	-116.6	1.5	1	0
2525.0	2520.6	-26.9	-118.5	1.5	1	0
2553.9	2549.5	-27.2	-120.3	1.5	1	0
2582.9	2578.4	-27.3	-121.9	1.5	1	0
2611.8	2607.3	-27.3	-123.4	1.5	1	0
2640.5	2635.9	-27.4	-125.2	1.5	1	0
2669.4	2664.8	-27.6	-127.1	1.5	1	0
2698.4	2693.7	-27.9	-129.3	1.5	1	0
2727.4	2722.5	-28.2	-131.9	1.5	1	0
2756.3	2751.3	-28.4	-134.4	1.5	1	0
2785.0	2779.9	-28.5	-136.9	1.5	1	0
2814.2	2809.0	-28.6	-139.6	1.5	1	0
2842.9	2837.6	-28.6	-142.1	1.5	1	0
2872.1	2866.7	-28.5	-144.4	1.5	1	0
2900.8	2895.3	-28.5	-146.7	1.5	1	0
2929.7	2924.2	-28.5	-148.8	1.5	1	0
2958.4	2952.8	-28.3	-150.9	1.5	1	0
2987.3	2981.6	-28.2	-152.9	1.5	1	0
3016.0	3010.2	-28.2	-155.1	1.5	1	0
3045.0	3039.0	-28.4	-157.6	1.5	1	0
3073.9	3067.9	-28.6	-160.0	1.5	1	0
3102.9	3096.7	-29.2	-162.4	1.5	1	0
3131.5	3125.3	-30.3	-164.9	1.5	1	0
3160.5	3154.1	-31.5	-167.4	1.5	1	0
3189.1	3182.6	-32.4	-169.7	1.5	1	0
3218.1	3211.5	-33.2	-172.1	1.5	1	0
3247.0	3240.4	-33.9	-174.0	1.5	1	0
3276.0	3269.3	-34.5	-175.7	1.5	1	0
3304.6	3297.9	-34.8	-177.1	1.5	1	0
3312.0	3305.2	-34.9	-177.5	1.5	1	0
3331.2	3324.3	-34.3	-179.0	1.5	1	0
3340.6	3333.7	-33.5	-180.1	1.5	1	0
3350.4	3343.1	-31.9	-181.8	1.5	1	0
3360.1	3352.3	-29.6	-184.1	1.5	1	0
3369.6	3361.0	-26.9	-186.7	1.5	1	0
3379.3	3369.5	-23.4	-189.9	1.5	1	0
3388.8	3377.4	-19.5	-193.3	1.5	1	0
3398.5	3385.3	-15.2	-197.1	1.5	1	0
3408.0	3392.6	-10.8	-201.1	1.5	1	0
3417.7	3399.9	-5.9	-205.3	1.5	1	0
3427.5	3406.9	-0.5	-209.6	1.5	1	0
3436.9	3413.5	4.8	-213.6	1.5	1	0
3446.7	3420.0	10.7	-217.9	1.5	1	0
3456.1	3426.1	16.7	-222.0	1.5	1	0
3465.6	3432.0	22.8	-226.2	1.5	1	0
3475.3	3437.6	29.4	-230.7	1.5	1	0
3484.8	3442.7	36.0	-235.1	1.5	1	0
3494.5	3447.4	43.0	-239.9	1.5	1	0
3504.3	3451.7	50.2	-244.9	1.5	1	0
3513.4	3455.4	57.1	-249.7	1.5	1	0
3522.9	3458.6	64.3	-254.8	1.5	1	0
3532.6	3461.0	72.1	-260.2	1.5	1	0
3540.3	3462.2	78.2	-264.6	1.5	1	0
3564.3	3464.6	97.7	-278.4	1.5	1	0
3573.8	3465.5	105.5	-283.8	1.5	1	0
3583.5	3466.4	113.5	-289.3	1.5	1	0
3593.3	3467.1	121.6	-294.7	1.5	1	0
3602.7	3467.2	129.6	-299.6	1.5	1	0
3612.5	3467.0	138.0	-304.7	1.5	1	0
3621.9	3466.8	146.1	-309.6	1.5	1	0
3631.7	3466.5	154.5	-314.4	1.5	1	0
3641.1	3466.1	162.9	-318.8	1.5	1	0
3650.9	3465.6	171.5	-323.2	1.5	1	0
3660.3	3465.2	180.0	-327.5	1.5	1	0
3669.8	3464.8	188.5	-331.7	1.5	1	0
3679.5	3464.4	197.2	-336.0	1.5	1	0
3689.0	3464.2	205.8	-339.8	1.5	1	0
3698.7	3463.8	214.9	-343.5	1.5	1	0
3708.2	3463.6	223.6	-347.1	1.5	1	0
3718.0	3463.6	232.7	-350.6	1.5	1	0
3727.7	3463.7	241.8	-354.1	1.5	1	0
3737.2	3463.7	250.7	-357.3	1.5	1	0
3746.9	3463.6	260.0	-360.3	1.5	1	0
3756.4	3463.4	269.0	-363.1	1.5	1	0
3766.1	3463.2	278.3	-366.1	1.5	1	0
3775.6	3463.1	287.4	-368.6	1.5	1	0
3785.3	3463.2	296.8	-371.0	1.5	1	0
3795.1	3463.1	306.3	-373.3	1.5	1	0
3804.5	3462.9	315.6	-375.1	1.5	1	0
3814.3	3462.6	325.2	-376.6	1.5	1	0
3823.7	3462.4	334.5	-378.2	1.5	1	0
3833.5	3462.5	344.1	-379.8	1.5	1	0
3842.9	3462.9	353.5	-381.3	1.5	1	0
3852.7	3463.3	363.1	-382.6	1.5	1	0
3862.1	3463.2	372.5	-383.7	1.5	1	0
3871.9	3462.8	382.2	-384.7	1.5	1	0
3881.3	3462.5	391.6	-385.7	1.5	1	0
3891.1	3462.2	401.3	-386.5	1.5	1	0
3919.7	3462.1	429.9	-387.5	1.5	1	0
3949.0	3462.5	459.2	-388.3	1.5	1	0
3977.6	3462.8	487.8	-389.1	1.5	1	0
4006.6	3462.8	516.8	-389.2	1.5	1	0
4035.2	3462.7	545.4	-388.6	1.5	1	0
4064.2	3462.9	574.4	-387.8	1.5	1	0
4092.9	3463.7	603.0	-387.1	1.5	1	0
4121.8	3464.2	631.9	-386.4	1.5	1	0
4150.8	3464.6	660.9	-385.5	1.5	1	0
4179.4	3465.0	689.5	-384.7	1.5	1	0
4208.4	3465.1	718.5	-384.1	1.5	1	0
4237.0	3465.6	747.1	-383.6	1.5	1	0
4266.0	3466.5	776.1	-383.2	1.5	1	0
4294.9	3467.2	805.0	-382.9	1.5	1	0
4323.6	3467.3	833.6	-382.7	1.5	1	0
4352.5	3467.2	862.6	-382.6	1.5	1	0
4381.2	3466.9	891.2	-382.3	1.5	1	0
4410.2	3466.6	920.2	-381.8	1.5	1	0
4439.1	3466.2	949.1	-381.5	1.5	1	0
4467.8	3465.7	977.8	-381.2	1.5	1	0
4496.4	3465.4	1006.4	-381.0	1.5	1	0
4525.4	3465.5	1035.4	-380.9	1.5	1	0
4554.3	3465.3	1064.3	-380.4	1.5	1	0
4583.0	3465.1	1093.0	-379.8	1.5	1	0
4611.9	3464.9	1121.9	-379.4	1.5	1	0
4631.1	3464.6	1141.1	-379.1	1.5	1	0
4640.9	3464.4	1150.9	-379.0	1.5	1	0
4669.5	3464.2	1179.5	-378.8	1.5	1	0
4688.7	3464.5	1198.7	-378.8	1.5	1	0
4698.5	3464.7	1208.5	-378.9	1.5	1	0
4717.4	3464.6	1227.4	-378.9	1.5	1	0
4727.1	3464.6	1237.1	-378.9	1.5	1	0
4746.3	3464.5	1256.3	-379.1	1.5	1	0
4755.8	3464.4	1265.8	-379.3	1.5	1	0
4784.8	3464.0	1294.7	-380.2	1.5	1	0
4813.4	3463.8	1323.4	-380.8	1.5	1	0
4842.4	3463.4	1352.3	-381.0	1.5	1	0
4871.3	3462.7	1381.3	-381.4	1.5	1	0
4900.0	3462.2	1409.9	-381.9	1.5	1	0
4928.6	3462.0	1438.5	-382.7	1.5	1	0
4957.6	3461.9	1467.5	-383.6	1.5	1	0
4986.2	3461.7	1496.1	-384.4	1.5	1	0
5014.9	3461.2	1524.8	-385.3	1.5	1	0
5043.8	3460.7	1553.7	-385.8	1.5	1	0
5072.5	3460.3	1582.3	-386.0	1.5	1	0
5101.4	3459.9	1611.3	-386.2	1.5	1	0
5130.1	3459.3	1639.9	-386.6	1.5	1	0
5159.0	3459.0	1668.9	-387.1	1.5	1	0
5187.7	3458.8	1697.5	-387.7	1.5	1	0
5216.7	3458.4	1726.5	-388.4	1.5	1	0
5245.3	3458.0	1755.1	-388.6	1.5	1	0
5274.3	3458.0	1784.1	-388.4	1.5	1	0
5302.9	3457.9	1812.7	-388.6	1.5	1	0
5331.9	3457.8	1841.7	-389.0	1.5	1	0
5360.8	3458.3	1870.6	-389.4	1.5	1	0
5389.5	3458.9	1899.3	-389.6	1.5	1	0
5414.5	3459.1	1924.3	-389.5	1.5	1	0
5424.2	3459.2	1934.0	-389.4	1.5	1	0
5443.4	3459.2	1953.2	-389.0	1.5	1	0
5472.4	3458.9	1982.2	-388.5	1.5	1	0
5501.0	3458.4	2010.8	-387.9	1.5	1	0
5530.0	3458.2	2039.8	-387.4	1.5	1	0
5558.6	3458.4	2068.4	-387.1	1.5	1	0
5587.6	3458.4	2097.4	-386.7	1.5	1	0
5616.2	3458.0	2126.0	-386.4	1.5	1	0
5645.2	3457.7	2155.0	-386.2	1.5	1	0
5674.2	3457.1	2183.9	-386.2	1.5	1	0
5702.8	3456.1	2212.5	-386.2	1.5	1	0
5731.8	3455.3	2241.5	-386.5	1.5	1	0
5760.4	3454.8	2270.1	-387.2	1.5	1	0
5789.1	3454.8	2298.7	-388.3	1.5	1	0
5818.0	3454.6	2327.7	-389.0	1.5	1	0
5847.0	3454.3	2356.7	-389.2	1.5	1	0
5875.6	3453.9	2385.3	-389.3	1.5	1	0
5904.6	3453.2	2414.2	-389.2	1.5	1	0
5933.5	3452.5	2443.2	-389.0	1.5	1	0
5962.2	3452.0	2471.8	-389.0	1.5	1	0
5991.1	3451.5	2500.8	-389.2	1.5	1	0
6020.1	3451.3	2529.7	-389.5	1.5	1	0
6048.8	3450.6	2558.4	-389.7	1.5	1	0
6077.7	3449.4	2587.3	-389.9	1.5	1	0
6106.4	3448.5	2615.9	-389.7	1.5	1	0
6135.3	3448.2	2644.9	-389.4	1.5	1	0
6164.0	3448.4	2673.6	-389.1	1.5	1	0
6192.6	3448.7	2702.2	-388.3	1.5	1	0
6221.6	3449.0	2731.1	-387.0	1.5	1	0
6250.2	3449.3	2759.8	-386.3	1.5	1	0
6279.2	3449.0	2788.7	-385.7	1.5	1	0
6307.8	3448.1	2817.3	-385.3	1.5	1	0
6336.8	3447.3	2846.3	-384.7	1.5	1	0
6365.1	3447.3	2874.6	-383.8	1.5	1	0
6394.1	3447.8	2903.5	-382.9	1.5	1	0
6422.7	3448.6	2932.1	-382.2	1.5	1	0
6437.7	3449.1	2947.1	-381.8	1.5	1	0
6456.6	3449.9	2965.9	-381.3	1.5	1	0
